gene,logFC_CON_vs_CON,logFC_CSRES_vs_CON,logFC_CSSUS_vs_CON,logFC_CURES_vs_CON,logFC_CUSUS_vs_CON
Eef2,0.0,0.10830542,0.047137566,0.03162933,0.14874095
Dapk3,0.0,-0.23805119,-0.018406522,0.08596453,-0.3937556
Atcayos,0.0,0.0057508526,-0.010201473,0.03054733,0.0044103786
Atcay,0.0,0.22011556,0.036512174,0.3098066,-0.0907342
Zfr2,0.0,-0.052423827,0.09667787,0.07499121,-0.15940553
Matk,0.0,0.055634357,0.078057095,-0.016437568,0.020526461
Mrpl54,0.0,0.021174263,-0.026297852,0.08559614,0.04806912
Apba3,0.0,-0.060384057,0.042315356,0.11799175,0.049794402
Pip5k1c,0.0,-0.039767865,0.0032663345,-0.06654237,-0.054376546
Cactin,0.0,-0.21887605,-0.15862271,0.015924022,-0.065344036
Hmg20b,0.0,-0.24948296,-0.21050477,-0.123552874,-0.0124905445
Mfsd12,0.0,-0.016646508,0.006340305,0.0072132475,-0.13233283
4930404N11Rik,0.0,-0.13043517,-0.16885597,-0.17097056,-0.08708753
Fzr1,0.0,-0.10712232,-0.011299379,-0.097812444,-0.039765704
Dohh,0.0,0.19345623,0.17431433,-0.043083012,0.11698069
Nfic,0.0,-0.058095686,0.104401514,0.10456225,0.03735955
Celf5,0.0,0.30879402,0.26963115,0.07943916,-0.0046002865
Gm16105,0.0,-0.09146404,-0.011035466,0.0060415883,-0.098359235
Ncln,0.0,-0.07686583,-0.045309655,0.07554524,-0.23961364
Gna15,0.0,-0.06578799,-0.04700131,0.034779713,-0.07128054
Gna11,0.0,0.025903508,0.10550619,0.040753067,0.19470835
Tle5,0.0,-0.0029934496,0.12734511,-0.086901195,0.05425935
Tle2,0.0,0.78517115,0.5159889,0.6992289,0.26827803
Tle6,0.0,-0.0073966533,-0.06563091,0.085301645,-0.008844078
BC025920,0.0,-0.26272732,-0.060678747,-0.099754006,-0.1847584
Sirt6,0.0,-0.19450566,-0.1425673,-0.060265996,-0.483774
Ankrd24,0.0,0.21627259,0.09935018,0.25557926,0.111003384
Gm10778,0.0,0.024897262,0.29340917,0.1496807,0.043357834
Zfp433,0.0,0.17160568,-0.18902786,-0.10530965,-0.0012668902
Gm3055,0.0,-0.18901397,0.018187316,-0.0069617853,-0.057953827
Gm32687,0.0,0.15867457,-0.04440988,0.00013127178,0.075303845
Zfp781,0.0,0.08091299,0.15722096,0.15242308,0.03980504
Zfp873,0.0,0.07191065,-0.20932105,0.16719815,0.041634087
BC024063,0.0,-0.024427101,0.0084075,-0.034320902,0.05039618
AU041133,0.0,-0.09473963,-0.1986573,-0.29938075,-0.18293537
Gm15608,0.0,-0.09263036,-0.06448971,0.05882495,0.07747596
Zfp938,0.0,0.1718063,0.040230267,0.037171744,0.13080543
Gm4924,0.0,-0.0101628825,0.03270212,0.18297862,0.081501186
1190007I07Rik,0.0,0.109375566,0.043458313,-0.013068907,0.056379084
Tdg,0.0,0.3194255,0.24892403,0.281553,-0.010972187
Glt8d2,0.0,0.023143753,-0.057565343,-0.061763916,-0.023439694
Hcfc2,0.0,0.118525766,0.0750564,-0.05752898,-0.04028213
Nfyb,0.0,0.08211404,-0.119301416,0.041681238,-0.13102727
Txnrd1,0.0,0.2789237,0.12097764,0.060909986,0.026754245
Gm38560,0.0,-0.04516447,-0.25394815,-0.031798713,-0.2315881
Chst11,0.0,-0.13871127,0.1709201,0.06273548,-0.12683252
Slc41a2,0.0,0.18075648,-0.039496765,-0.061421,-0.04122007
D10Wsu102e,0.0,0.2365871,0.23758037,0.33710876,0.09179382
Aldh1l2,0.0,0.011862434,0.115085945,-0.0052112974,0.007563006
Washc4,0.0,0.029347152,0.08506931,0.22308087,-0.012540445
Appl2,0.0,0.3786435,0.24088995,0.36153972,0.0399186
1500009L16Rik,0.0,0.061837073,0.21460986,0.04561098,0.03909383
Nuak1,0.0,0.23244731,0.32183516,0.18637279,0.38022715
Gm47962,0.0,-0.14132589,0.090049624,0.06242095,0.11354579
Ckap4,0.0,0.27599806,0.03912554,0.117802784,0.011607677
Tcp11l2,0.0,0.14372203,0.19347191,0.36160386,0.4065316
Gm17249,0.0,-0.027659256,-0.110554144,0.08969998,0.14092359
Polr3b,0.0,-0.16857822,0.050251905,-0.057217456,-0.09073185
Rfx4,0.0,-0.16129479,0.07716486,0.08614444,-0.01086808
Ric8b,0.0,0.14501745,0.24374896,0.14870663,-0.034516737
Fhl4,0.0,-0.0299343,-0.14733338,-0.15481442,-0.09277785
Tmem263,0.0,0.13575518,-0.2047421,-0.17606753,0.0050151017
Mterf2,0.0,-0.13035297,-0.17776838,-0.10584229,-0.13775784
Cry1,0.0,0.11072278,0.23831566,0.25540936,0.17650247
Gm38575,0.0,-0.009872341,0.046222437,-0.13217278,-0.044872485
Btbd11,0.0,0.119990766,0.25154203,0.15988089,0.13974997
Pwp1,0.0,0.20940894,-0.034037046,-0.008307278,0.10441125
Prdm4,0.0,-0.12753572,-0.14633055,-0.055939797,-0.27658606
Ascl4,0.0,-0.2141366,0.034226265,0.00118367,-0.045105975
Rtcb,0.0,0.16459589,0.08585607,-0.104307845,0.21627584
Fbxo7,0.0,0.13213682,0.11722392,0.20993495,0.116830215
Syn3,0.0,0.25571725,0.22799422,0.3804497,0.15496978
4930486F22Rik,0.0,-0.00058585964,-0.005720664,-0.013152916,-0.008577671
Timp3,0.0,0.085431084,0.14221483,0.31994092,0.07957347
Hsp90b1,0.0,0.13081211,0.10820855,0.080822416,-0.035435125
Ttc41,0.0,-0.083931275,-0.24682797,-0.09119571,-0.12373866
Nt5dc3,0.0,-0.297341,-0.1709504,-0.27055234,-0.38570005
Stab2,0.0,-0.378733,-0.1515922,-0.3978598,-0.40109465
Ascl1,0.0,-0.041827697,-0.039982833,-0.059572063,-0.022365622
Igf1,0.0,0.13814363,-0.19679964,0.25731277,-0.04576625
Parpbp,0.0,0.08485295,0.0036803186,-0.03643996,0.0143329315
Nup37,0.0,-0.30131167,-0.2669161,-0.16492905,-0.18576294
Washc3,0.0,0.19013634,0.11633441,0.29144186,0.24578485
Dram1,0.0,-0.0021689013,-0.0021621138,0.1841362,-0.093125105
Gnptab,0.0,0.11527546,0.14829183,0.054797925,-0.0012479872
Gm16235,0.0,0.050941665,-0.15522811,0.037464626,0.07991785
Chpt1,0.0,-0.1868063,-0.14793216,-0.13520356,-0.0428505
Sycp3,0.0,-0.1180038,-0.33185464,-0.18910895,0.041682422
Arl1,0.0,0.09994015,-0.024849892,-0.085087635,0.028848428
Utp20,0.0,0.35982704,0.22210212,0.23230943,0.22324355
Ano4,0.0,0.27615649,0.050992236,0.30011153,-0.18212567
Gas2l3,0.0,-0.0051314943,-0.14540297,0.14910308,0.021795206
Slc17a8,0.0,0.10305752,-0.076661386,0.17118955,-0.034068204
Scyl2,0.0,0.3080017,0.09631343,0.1639207,0.058488853
1500026H17Rik,0.0,-0.21058068,0.022682229,-0.11099052,0.02848124
Actr6,0.0,0.23069403,0.07947031,0.27089968,0.21391949
Uhrf1bp1l,0.0,0.011351582,0.1058058,-0.01784414,-0.104723595
Anks1b,0.0,0.48593596,0.16120128,0.3451959,-0.14413333
Gm47591,0.0,-0.0015682504,-0.17131579,-0.10339349,-0.3217644
Apaf1,0.0,0.2678684,0.046367317,0.3873505,0.14620596
Ikbip,0.0,0.09396325,0.1530586,-0.021199167,0.0835897
Slc25a3,0.0,0.23318091,0.028998613,-0.036775798,-0.06340887
Tmpo,0.0,0.2321425,0.18778205,0.16346557,0.018787622
Rmst,0.0,-0.10838054,-0.027488949,-0.22983435,-0.01888139
Nedd1,0.0,-0.029732157,-0.04465909,0.026314542,0.11153859
Cfap54,0.0,-0.16186586,-0.25493705,0.1346293,-0.19017524
Cdk17,0.0,-0.077802025,0.13176031,0.023838624,-0.072781004
Elk3,0.0,-0.48756713,-0.24593788,-0.35536534,-0.37130022
Lta4h,0.0,0.24930319,0.13787392,0.20429195,0.064100295
Ccdc38,0.0,-0.13411817,-0.2922203,-0.17767684,-0.1534319
Snrpf,0.0,-0.065237835,-0.6952307,-0.2812115,0.0237941
Ntn4,0.0,-0.04407333,-0.11871575,0.20942423,-0.22650586
Metap2,0.0,0.14203745,0.13775481,0.032424785,0.022117019
Vezt,0.0,0.036724903,0.106121615,0.16207714,0.02539087
Fgd6,0.0,0.12174834,0.14271505,0.006454155,-0.089077905
Nr2c1,0.0,-0.11056249,0.07127856,0.046084303,0.02705725
Ndufa12,0.0,0.010436183,0.028614553,-0.3706329,-0.1181449
Tmcc3,0.0,-0.16870756,0.018269116,-0.0113610625,-0.0438489
Cep83os,0.0,0.1225819,0.06942335,0.1365408,-0.049697615
Cep83,0.0,0.36377323,0.17713942,0.1742363,0.21269338
Gm48689,0.0,0.0034264997,0.24126765,0.13031316,0.023683421
Plxnc1,0.0,-0.038283616,-0.10402487,-0.22511494,-0.3288109
Cradd,0.0,0.06169898,0.08176778,0.13965991,0.068075344
Gm48882,0.0,0.006852529,0.023960251,-0.034754157,-0.03410836
2310039L15Rik,0.0,-0.02321602,0.0078151915,-0.019052628,0.0054027364
Socs2,0.0,0.21801007,0.078380324,0.12929429,0.0954652
Mrpl42,0.0,-0.20033006,-0.09462151,-0.10999091,-0.07960467
Ube2n,0.0,0.18461005,0.0898769,0.024388216,-0.068742454
Nudt4,0.0,0.5137472,0.19836293,0.23076054,0.28168
Eea1,0.0,0.28001103,0.31960797,0.36335766,0.066996574
Btg1,0.0,-0.061987616,-0.35888925,-0.27362442,-0.26689237
Dcn,0.0,0.15161864,-0.13274077,0.13360879,0.17408997
Lum,0.0,-0.019185053,-0.02801496,0.019114746,0.07974669
Gm10754,0.0,-0.07783025,-0.08798184,-0.009879085,0.08794791
Atp2b1,0.0,0.33674884,0.29642066,0.3738012,0.06961796
Gm48768,0.0,0.2376709,-0.009622313,0.12279693,-0.04853501
Poc1b,0.0,0.012627602,-0.05523973,0.21530637,0.0036601126
Galnt4,0.0,0.11227299,-0.014664747,0.13675523,0.17055003
Gm34574,0.0,-0.013820771,0.074355826,0.06001868,0.03485292
Dusp6,0.0,0.48274788,0.03883301,-0.11220888,-0.14160374
B530045E10Rik,0.0,-0.02706854,-0.0049859174,-0.046681188,-0.0052159484
Gm47578,0.0,0.057100475,-0.058774114,-0.04474831,-0.14070565
Kitl,0.0,0.2070665,0.17416574,-0.0029264316,-0.123846896
Tmtc3,0.0,0.30756396,0.08724352,0.33439854,-0.05647716
Cep290,0.0,0.051429987,-0.07746396,-0.30570656,-0.08875748
4930430F08Rik,0.0,0.32422858,0.12819482,0.001368627,-0.018234372
Gm47956,0.0,0.0074326396,-0.055211823,-0.13038045,-0.11294109
Mgat4c,0.0,-0.08356615,-0.12216719,-0.07154434,0.11266704
Gm47033,0.0,0.10996914,-0.11324115,-0.008942574,0.12184805
Nts,0.0,-0.046666563,-0.036441825,0.12089938,-0.19960251
Lrriq1,0.0,-0.09986287,-0.38479346,-0.21125937,-0.17551668
Slc6a15,0.0,-0.046224605,-0.17095289,0.11195458,-0.29704344
Tmtc2,0.0,0.07736787,0.23446742,0.06663723,0.107216895
Gm15663,0.0,0.03646238,-0.04577301,-0.1086307,-0.15607813
Mettl25,0.0,0.038433053,0.14201055,0.05102004,0.122967005
Ccdc59,0.0,0.2821402,-0.012662008,0.18320368,0.14345264
Ppfia2,0.0,0.30667663,0.15265551,0.4443077,-0.08639392
4930532I03Rik,0.0,0.040854454,-0.09069198,-0.058646712,-0.006246154
Acss3,0.0,-0.26303852,-0.23412418,-0.2615379,-0.107062675
Lin7a,0.0,0.012867201,-0.24611045,-0.028383277,-0.06630635
Ptprq,0.0,0.032635286,-0.03283628,-0.04074602,0.08673073
Ppp1r12a,0.0,0.17394638,0.1927341,0.1137369,0.016794816
Pawr,0.0,-0.06747314,-0.13678207,-0.0545935,-0.048255835
Syt1,0.0,0.27743056,0.26802307,0.31609672,0.09169324
Gm5136,0.0,0.01636328,-0.15563394,0.012266701,-0.084728196
Nav3,0.0,-0.10696251,-0.16795081,-0.021694511,0.18164718
Csrp2,0.0,-0.010286499,-0.009962592,-0.07885354,0.08285772
Zdhhc17,0.0,0.10682398,0.08852406,0.19457114,0.022065729
Osbpl8,0.0,0.1103491,0.14214142,0.057876073,0.13795555
Bbs10,0.0,0.085006535,-0.2544006,-0.22482821,-0.11553353
Nap1l1,0.0,0.35222617,0.34360585,0.053651854,0.2514985
Phlda1,0.0,0.1551905,0.1320528,-0.0063260123,0.0628342
Gm30624,0.0,-0.0082248915,-0.009124942,0.017922461,-0.002789734
Krr1,0.0,0.4603923,0.21587221,0.12089445,0.16388586
Glipr1,0.0,-0.11106701,-0.10920724,-0.13001975,-0.0610893
Kcnc2,0.0,0.34878123,0.2813867,0.5073664,-0.18490168
Atxn7l3b,0.0,0.08080035,-0.04448864,-0.21589008,0.04058329
Trhde,0.0,-0.17291123,-0.12642907,-0.005894892,-0.433827
4930473D10Rik,0.0,-0.009322112,-0.043671753,-0.01943715,-0.03024924
Gm15723,0.0,0.035919435,-0.0071829706,0.01788635,0.06639406
Tbc1d15,0.0,0.27759746,0.26127017,0.3504354,0.14929268
Rab21,0.0,0.0077324286,-0.054865338,0.15360448,0.011581197
Tmem19,0.0,-0.18840185,-0.059772834,0.10941531,-0.10789462
Thap2,0.0,-0.2342377,-0.044865247,-0.1517599,-0.060321733
Zfc3h1,0.0,-0.11466319,-0.0116935335,-0.01204275,-0.13320835
Lgr5,0.0,0.029671997,0.068332285,0.020206738,-0.06499424
A930009A15Rik,0.0,-0.0104284715,-0.06588932,-0.025527118,-0.080727376
Ptprr,0.0,-0.033201925,-0.13885051,0.14973418,-0.23679456
Ptprb,0.0,0.35896277,-0.019344583,0.29637867,0.02887401
Kcnmb4,0.0,0.03052068,0.17636043,-0.056712512,-0.04380856
Kcnmb4os2,0.0,-0.148928,0.025196379,0.023673706,-0.018684065
Cnot2,0.0,-0.06717004,0.14042668,0.0037896335,-0.03416629
5330438D12Rik,0.0,0.11532329,0.13023295,-0.24112281,-0.110565536
Myrfl,0.0,-0.09167442,0.038212065,0.06582304,-0.010654552
Rab3ip,0.0,-0.029409364,0.14821732,0.018270895,-0.15529004
4933412E12Rik,0.0,-0.01360634,0.16326007,0.16378398,0.07193283
Cct2,0.0,0.16560663,0.22475284,-0.06934087,0.08230116
Frs2,0.0,-0.10126318,-0.02314059,-0.01030102,-0.18292135
Yeats4,0.0,0.18254942,0.17941192,-0.013931826,-0.039984062
Lyz2,0.0,-0.110260084,-0.17495179,0.039442405,-0.021429434
Cpsf6,0.0,0.19924067,0.1750268,0.14488123,-0.027154222
Cpm,0.0,0.109778255,-0.043903217,0.04721584,-0.15695329
Mdm2,0.0,0.12975526,0.12691563,0.17799127,0.114733934
Slc35e3,0.0,0.17985564,0.036128983,0.36520585,0.085735254
Nup107,0.0,-0.02991774,-0.025968455,-0.20916489,-0.2723342
Rap1b,0.0,0.109588996,0.2307213,0.13088243,-0.032365113
Mdm1,0.0,0.13236196,0.0963948,0.00017783791,-0.12043454
Dyrk2,0.0,0.3025297,0.035431996,0.258699,0.12194864
Cand1,0.0,0.23379046,0.23577905,0.06575264,0.07475165
Grip1os3,0.0,0.014517151,0.06867871,0.038563702,0.053969014
Grip1,0.0,0.1779019,0.12423907,0.22976987,0.011634499
Gm47027,0.0,-0.01239663,0.1280783,-0.061100896,-0.03030863
Grip1os2,0.0,0.047695175,0.048539378,-0.008108148,-0.063094005
Grip1os1,0.0,0.03734269,0.007594105,0.032487765,0.048686504
Helb,0.0,-0.09905296,0.12469238,0.07822196,0.101948366
Irak3,0.0,-0.017658252,0.17103353,0.015324296,-0.019661535
Tmbim4,0.0,-0.15087253,-0.15796457,-0.17357509,-0.088540725
Llph,0.0,0.4820369,0.0780021,-0.2986127,-0.047571696
Msrb3,0.0,-0.0027801264,-0.14210184,0.19129787,-0.17944439
Gm15910,0.0,-0.0121327285,0.05555083,-0.06883262,-0.031464882
Lemd3,0.0,0.020760894,0.013012402,0.0058312938,0.024904143
Wif1,0.0,-0.061737597,-0.028945532,0.16355601,-0.08045591
Tbc1d30,0.0,0.27635387,0.054775678,-0.0066781268,-0.07592655
Gns,0.0,0.0006122887,0.09921441,0.09840239,-0.114743166
Rassf3,0.0,0.1677986,0.077965975,0.05871539,-0.040114224
Gm35696,0.0,-0.065323755,-0.339522,-0.15644252,-0.28253508
Tbk1,0.0,0.23505132,0.12014507,0.23624872,-0.050587
Xpot,0.0,0.08831011,0.035540015,0.15555283,0.050745264
D930020B18Rik,0.0,0.24086952,0.23287106,0.2656067,0.17916892
BC048403,0.0,-0.0721014,-0.11318765,-0.033354793,-0.08032806
Srgap1,0.0,-0.18419217,0.001318777,-0.15118235,-0.07952035
Rxylt1,0.0,0.42992482,0.044979617,0.36122322,0.11410688
Ppm1h,0.0,0.20033458,0.15131441,0.21231788,0.019934043
Mon2,0.0,0.09548583,0.18298507,0.2103526,-0.032088414
Usp15,0.0,0.31455305,0.20098408,0.17190579,0.08460881
Tafa2,0.0,0.48542595,0.107211754,0.45672983,-0.12753692
Slc16a7,0.0,0.1560989,-0.031954892,-0.078533135,-0.040624358
Lrig3,0.0,-0.17979321,-0.051475756,-0.048103057,-0.2542127
4930484H19Rik,0.0,0.04849914,0.08251414,0.20077994,0.061672285
Atp23,0.0,0.15582114,0.03702642,0.119454,-0.10248449
Ctdsp2,0.0,0.31748545,0.29307765,0.2672335,-0.11216353
Avil,0.0,-0.34319836,-0.19427401,-0.19881514,-0.1885213
Tsfm,0.0,-0.2861833,-0.010902882,-0.09889524,-0.13587889
Eef1akmt3,0.0,-0.09469649,0.030591602,-0.06176576,-0.069731295
Mettl1,0.0,0.025745235,0.090221584,0.106568135,0.10516781
March9,0.0,-0.088101886,-0.06628334,0.05571058,-0.09031874
Cdk4,0.0,0.07549208,0.035131782,0.09361219,0.12487337
Tspan31,0.0,-0.19120185,0.07154272,0.043789007,-0.19742215
A730063M14Rik,0.0,0.058574885,-0.18153033,0.23863912,0.049521197
Agap2,0.0,0.19743882,0.05855873,0.017377973,-0.003616713
Os9,0.0,-0.36343837,-0.03963902,0.0031598397,-0.13792604
B4galnt1,0.0,0.03300573,0.16824159,0.38324416,0.18879785
Slc26a10,0.0,-0.03267683,-0.032362763,-0.03459444,-0.037810612
Arhgef25,0.0,0.2940366,0.27947858,0.1407695,0.078081176
Dtx3,0.0,0.23510519,0.19757582,0.28168082,-0.41813523
F420014N23Rik,0.0,-0.28274888,0.032357536,0.12335778,-0.0983914
Pip4k2c,0.0,-0.010499366,0.074084245,0.06065542,-0.084427014
Kif5a,0.0,0.53506386,0.11455947,0.13623191,0.12454422
Dctn2,0.0,-0.039475262,0.17138873,0.11498219,0.06355163
Mbd6,0.0,0.22979951,0.32093498,0.40402812,0.010169938
Gm20492,0.0,0.07847748,0.10461412,0.008464977,0.19135793
Gm4189,0.0,0.25559953,-0.21795967,0.06342038,-0.17572998
Ddit3,0.0,-0.03518256,-0.034752447,0.11012286,-0.0189358
Mars,0.0,-0.098967694,0.26126754,0.10646772,0.10015606
Gm47200,0.0,0.15523261,0.1593703,0.23659876,0.20611137
R3hdm2,0.0,0.09362686,0.1170661,0.15465815,-0.046206504
Stac3,0.0,0.24163356,0.0975432,0.108669296,-0.075693525
Shmt2,0.0,-0.09913918,-0.045454416,-0.21535131,-0.21186328
Nxph4,0.0,-0.07890816,-0.32272086,-0.3480222,-0.1568997
Lrp1,0.0,0.046800993,0.11606545,0.067727566,-0.15020151
Stat6,0.0,-0.0070296247,-0.074418195,0.03865715,0.03354061
Nab2,0.0,0.07688025,0.047255367,-0.09284909,0.030595066
Nemp1,0.0,0.06380102,0.27640796,0.31045422,0.11614434
Gm16230,0.0,-0.17255294,-0.28662255,-0.25159928,-0.27953315
Myo1a,0.0,-0.063443035,0.018350776,0.00044697803,0.0042105783
Tac2,0.0,-0.50836885,-0.57660484,0.038799226,-0.46919644
Zbtb39,0.0,0.09086496,-0.1695452,0.12585479,-0.081475936
Rdh9,0.0,-0.08806132,0.057807676,-0.02632254,0.04257933
Prim1,0.0,-0.24343255,-0.23680858,-0.21850826,-0.24596691
Naca,0.0,0.12031241,-0.10980108,-0.41493008,0.14687204
Ptges3,0.0,0.30136824,0.19231717,-0.019727737,0.11216553
Gm47438,0.0,-0.016040452,-0.091211185,0.12935673,0.03354603
Atp5b,0.0,0.024956867,0.111412406,0.07539418,0.10993675
Baz2a,0.0,0.05947636,0.29998577,0.28729016,0.14746076
Rbms2,0.0,-0.19257309,0.037443157,0.10497016,-0.24147087
Gls2,0.0,0.077526085,0.020213969,0.15075512,-0.06192246
AC135859.1,0.0,0.060869716,0.048541464,-0.008381039,-0.020265412
Spryd4,0.0,0.11035337,-0.048426695,-0.044167235,0.049834277
Timeless,0.0,-0.043593857,-0.11306504,0.02055876,-0.05871976
Stat2,0.0,0.16514626,0.29071665,0.24883679,0.10382563
Pan2,0.0,-0.09698342,-0.07458925,0.10030384,-0.0855548
Cnpy2,0.0,-0.0033118837,-0.06472762,0.11508839,-0.083622344
Cs,0.0,0.12576765,0.18240166,0.27812487,0.09595825
Coq10a,0.0,0.057471275,0.22925457,0.31680676,0.258518
Ankrd52,0.0,-0.091064155,-0.124227375,-0.059739865,-0.22782002
Nabp2,0.0,-0.19430181,-0.03929706,-0.199896,0.044968527
Rnf41,0.0,0.08887807,0.0155392885,0.067282185,-0.013123706
Smarcc2,0.0,0.16856456,0.23295149,0.24460942,0.07409036
Myl6,0.0,0.19391882,0.3146119,-0.017174318,0.10177445
Myl6b,0.0,0.11904308,0.18210782,0.19902161,0.13563037
Esyt1,0.0,0.029976778,0.06691222,0.1190497,0.13091055
Zc3h10,0.0,-0.02380794,-0.038853295,-0.11745727,-0.09530863
Rpl41,0.0,0.26324418,0.29854128,0.0047522187,0.27748352
Pa2g4,0.0,-0.07808344,-0.18054448,-0.08207584,-0.04089372
Erbb3,0.0,0.11392347,-0.23257226,0.02320156,0.07260551
Rps26,0.0,0.25459376,0.10801886,-0.20574267,0.123424694
Ikzf4,0.0,0.23152134,0.20435826,0.30740437,0.13820493
Gm26876,0.0,-0.031187061,-0.044330485,-0.005049101,-0.014231882
Suox,0.0,0.0974143,-0.0666358,-0.04115555,0.044874925
Rab5b,0.0,0.29162654,0.112466276,0.3586232,0.17455193
Cdk2,0.0,0.29762328,0.08764383,0.45927233,0.09403156
Dgka,0.0,-0.15751323,-0.23707154,-0.13886441,-0.38515353
Pym1,0.0,0.072361186,0.15534888,0.26465514,0.09223627
Gm47093,0.0,-0.06188476,-0.27711672,-0.07319036,-0.17953214
Mmp19,0.0,0.4078111,0.18334778,0.17338485,0.02623272
Tmem198b,0.0,-0.24415576,0.049400307,0.022559242,-0.096551776
Dnajc14,0.0,0.07989524,-0.06557912,-0.10359364,-0.22838467
Sarnp,0.0,-0.1293408,-0.0497425,-0.0018741526,-0.057767417
Ormdl2,0.0,-0.40547815,-0.4464454,-0.47465646,-0.19203237
Gdf11,0.0,0.16503094,0.42299083,0.40961015,0.038950995
Cd63,0.0,-0.0831406,0.02059843,0.12990066,-0.010901414
Rdh5,0.0,0.00069111586,0.08796078,0.16676307,0.1737724
Bloc1s1,0.0,0.18813474,0.12517403,0.12822433,0.13970129
Itga7,0.0,0.21399596,0.4562951,0.57174927,0.17739253
Tespa1,0.0,-0.04050137,-0.051671077,-0.018480685,-0.035937555
Vmn2r84,0.0,-0.009111121,0.06892763,0.08825442,0.116474345
Vmn2r85,0.0,-0.15406378,0.070372365,-0.017295234,-0.017422654
Vmn2r86,0.0,0.06647933,0.0077844113,0.0017962866,-0.018282361
Vmn2r87,0.0,0.1301986,-0.16104831,-0.18392625,0.059462804
Gm31793,0.0,-0.1623516,0.07170658,0.016613716,-0.031023849
Sfi1,0.0,0.08040764,0.1777426,0.2708225,-0.010673866
Drg1,0.0,-0.1338054,-0.08993305,-0.01390465,0.012890284
Eif4enif1,0.0,0.06330384,0.0616966,0.025821693,0.12524788
Patz1,0.0,-0.010099374,0.03325017,0.25217554,-0.08538157
Gm12592,0.0,-0.20749846,0.020672707,0.09152292,-0.023875268
Gm11944,0.0,-0.078945786,-0.15768772,0.17097117,-0.079880804
Pik3ip1,0.0,-0.13716212,-0.09150884,0.01950012,-0.004769774
Limk2,0.0,-0.23887822,0.024767553,0.010463094,-0.11034662
Rnf185,0.0,-0.22904593,-0.17904633,0.0049319826,-0.029457992
8430429K09Rik,0.0,-0.21067621,-0.2332316,-0.064386204,-0.021815062
Pla2g3,0.0,-0.39017034,-0.18149695,-0.3146653,-0.41945392
Inpp5j,0.0,0.024610661,0.2761992,0.06761024,-0.08014997
Selenom,0.0,-0.15182328,-0.13710892,-0.22772247,-0.06880424
Smtn,0.0,0.19921958,0.050927565,0.15241234,0.09883052
Tug1,0.0,-0.035796024,-0.021748036,-0.13593353,-0.040124886
Morc2a,0.0,-0.17388263,0.09393235,-0.08862864,-0.087841086
Osbp2,0.0,0.09273704,-0.20807931,0.15529084,-0.060928814
Dusp18,0.0,0.15035202,-0.20385906,-0.1293312,-0.026767964
Slc35e4,0.0,0.089016356,-0.09571938,-0.17800297,-0.18175425
Tcn2,0.0,-0.13962443,0.103223726,0.23774411,-0.023299366
4930556J24Rik,0.0,-0.23960091,-0.27146173,0.051700644,0.11370477
Pes1,0.0,-0.23520818,-0.13218437,-0.11257076,-0.15062968
Gal3st1,0.0,0.1690386,0.14478749,0.021084778,0.03234925
Mtfp1,0.0,0.3689758,0.45956573,0.16285238,0.082108214
Sec14l2,0.0,0.037315637,0.26728922,0.23062558,0.126358
Rnf215,0.0,-0.14076453,0.32225332,0.042137858,-0.033335917
Ccdc157,0.0,-0.16767447,-0.17452307,-0.012631623,-0.04964371
Sf3a1,0.0,-0.047214434,0.026544236,-0.056637757,-0.033811405
Tbc1d10a,0.0,-0.15041226,0.23779777,0.17204933,0.010334931
Castor1,0.0,-0.2613848,-0.10421232,0.007415005,0.08782604
Mtmr3,0.0,-0.050262287,0.005122222,0.05642509,-0.031514324
Ascc2,0.0,0.29495907,0.090658575,0.37429225,-0.22907768
Uqcr10,0.0,0.19087273,0.19868279,0.013975479,-0.057016253
Zmat5,0.0,-0.057749115,-0.028366461,0.11754212,0.07779278
Cabp7,0.0,0.038095515,-0.088941485,-0.073928684,-0.020578356
Nf2,0.0,-0.32772464,-0.17435023,-0.26418552,-0.30392176
Nipsnap1,0.0,0.10754205,0.201183,0.28587008,0.04782045
Thoc5,0.0,0.032542065,0.25212455,0.22010192,-0.101861686
Nefh,0.0,0.58156234,0.3062664,0.20125382,0.4634
Ap1b1,0.0,0.13243903,0.0031071901,0.07159762,-0.020397082
Gas2l1,0.0,0.11200911,-0.08585888,0.27866066,-0.24504872
Rasl10a,0.0,-0.1056728,-0.18624464,-0.04205866,-0.07823836
Ewsr1,0.0,0.35530126,0.19586061,0.37153995,-0.064414084
Rhbdd3,0.0,0.20478472,-0.036655895,0.21226507,-0.21546294
Emid1,0.0,-0.053000122,0.034733437,0.09137944,-0.04479105
Kremen1,0.0,-0.18898845,0.14851615,0.07184874,0.010225832
Znrf3,0.0,-0.19736147,0.008356135,-0.18565165,-0.113803744
Gm11963,0.0,-0.13090564,0.15050165,-0.16235507,-0.13317373
Xbp1,0.0,-0.18246344,-0.121488914,-0.19183007,0.057856232
Ccdc117,0.0,0.009718332,-0.04067151,-0.18894611,-0.18355075
Mrps24,0.0,0.105871335,0.18267061,0.03139112,0.04305394
Urgcp,0.0,-0.3184468,-0.028714595,-0.032668345,-0.079788394
Dbnl,0.0,0.17987241,0.23558396,0.01637698,0.010407537
Polm,0.0,-0.0041785575,0.18203852,-0.07082148,0.018378422
Aebp1,0.0,-0.09598316,-0.03801627,0.0010837168,-0.17582302
